Temperature,Humidity,WindSpeed,Rainfall,Outfit,Outdoor Outfit,Formal Outfit,Party Outfit,Casual Outfit
28,76,5.18,76.03,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
10,67,34.98,86.38,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
-3,37,37.97,1.1,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-13,27,20.15,61.48,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-14,89,0.62,69.47,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
28,26,33.73,91.08,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
25,44,18.08,51.89,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
6,76,10.01,4.6,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-13,81,27.8,97.26,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
14,66,6.26,35.66,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
14,19,3.27,6.99,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
33,74,27.21,8.47,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
7,17,36.39,49.64,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-7,39,10.61,43.74,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
45,45,9.28,28.99,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-10,28,4.19,69.71,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
24,35,30.8,38.98,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
27,37,12.36,86.25,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
16,21,5.2,53.07,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
-1,60,15.43,52.21,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-14,38,33.8,72.55,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
26,42,33.83,1.84,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
8,5,8.72,89.43,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
30,19,1.28,43.16,"Shorts, Cotton T-Shirt, Sandals, Sunglasses","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
0,35,33.42,98.18,"Winter Coat, Sweater, Scarf, Boots","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
32,28,17.15,57.49,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
38,26,32.22,75.22,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
39,75,17.94,55.77,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
42,69,37.93,78.78,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
48,44,10.99,67.35,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-9,99,11.43,56.0,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
22,81,39.94,43.62,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
12,37,3.01,28.02,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
42,34,7.05,62.72,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
0,33,19.88,44.48,"Winter Coat, Sweater, Scarf, Boots","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-2,44,33.54,88.52,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
22,11,35.45,54.31,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
6,52,28.62,53.42,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
5,51,23.62,44.44,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-7,70,1.51,41.53,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-6,73,22.16,94.39,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
30,87,26.17,77.81,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
49,60,30.64,69.64,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
3,62,15.18,48.8,"Winter Coat, Sweater, Scarf, Boots","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
18,52,28.71,24.72,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
12,58,33.89,34.12,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
-13,21,12.77,32.35,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
37,32,39.07,59.32,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
27,99,30.31,61.24,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-2,63,31.33,67.55,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
14,53,35.95,20.42,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
18,42,37.79,75.0,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
39,76,18.94,29.3,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
9,54,37.69,45.92,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
38,68,35.24,64.13,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-11,5,5.49,39.66,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
43,23,26.79,82.22,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
39,83,3.39,25.18,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-15,69,6.75,27.62,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
25,95,8.84,38.86,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-5,53,26.31,53.51,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
47,61,12.4,29.57,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-7,20,29.39,99.17,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
6,43,1.87,92.85,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
46,66,37.26,20.89,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
47,31,21.63,7.81,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
41,99,21.16,55.74,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
5,47,21.42,46.77,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
23,10,16.73,28.31,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
23,63,26.32,7.86,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-11,21,2.52,62.6,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
33,21,19.16,83.36,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-6,27,31.77,3.09,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
15,48,37.69,74.54,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
29,14,30.42,95.16,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
48,85,21.12,66.14,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
26,63,30.32,23.07,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-7,11,36.59,85.86,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-13,34,1.19,55.71,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
11,98,13.19,42.51,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
45,74,18.18,36.14,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
43,11,32.12,24.16,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
33,84,20.38,88.38,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-2,52,29.91,18.26,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-12,69,22.38,60.47,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
25,19,8.69,80.85,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
30,45,6.56,81.46,"Shorts, Cotton T-Shirt, Sandals, Sunglasses","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
44,96,39.53,34.77,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-10,59,16.29,74.56,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
40,93,2.64,20.01,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-1,33,36.39,33.84,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
17,18,4.14,70.38,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
1,99,25.38,74.67,"Winter Coat, Sweater, Scarf, Boots","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
21,8,23.16,93.81,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
28,70,25.38,9.73,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-15,59,15.53,49.32,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
40,90,38.11,77.31,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-11,81,31.66,36.91,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
46,59,22.81,97.68,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-10,63,22.29,35.87,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-3,66,0.0,37.95,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
47,79,20.6,35.23,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
45,17,26.67,22.22,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
25,76,14.03,49.16,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
43,94,38.31,10.71,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
